cat,a_cat,a_value,a_label,a_segment,a_next_segment,a_s_order,a_next_order,a_direction,a_azimuth,a_length,a_stright,a_sinusoid,a_elev_min,a_elev_max,a_s_drop,a_gradient,a_out_direction,a_out_azimuth,a_out_length,a_out_drop,a_out_gradient,a_tangent_dir,a_tangent_azimuth,a_next_direction,a_next_azimuth,a_area,a_lat,a_lon,b_cat,b_value,b_label,area
11853,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11935,4,Low Vegetation,16979.241204
11854,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11913,1,Deciduous forest,5659.622615
11855,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11914,4,Low Vegetation,33957.92237
11856,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11877,2,Coniferous forest,203752.01446
11857,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11915,1,Deciduous forest,5659.622615
11858,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11938,1,Deciduous forest,11319.525249
11859,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11939,4,Low Vegetation,33959.322449
11860,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11917,1,Deciduous forest,5659.622615
11861,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11942,1,Deciduous forest,11319.43191
11862,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11918,1,Deciduous forest,5659.622615
11863,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11919,1,Deciduous forest,5659.622615
11864,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11920,1,Deciduous forest,5659.622615
11865,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11921,5,Wetland,5659.622615
11866,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11923,1,Deciduous forest,5659.622615
11867,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11883,1,Deciduous forest,203755.747879
11868,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11858,1,Deciduous forest,435834.24874
11869,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11926,4,Low Vegetation,5659.622615
11870,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11902,4,Low Vegetation,33957.549008
11871,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11927,4,Low Vegetation,5659.622615
11872,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11953,1,Deciduous forest,5659.715955
11873,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11928,1,Deciduous forest,5659.622615
11874,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11929,1,Deciduous forest,11319.43191
11875,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11956,4,Low Vegetation,5659.809294
11876,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11930,1,Deciduous forest,5659.715955
11877,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11957,1,Deciduous forest,5659.809294
11878,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11958,1,Deciduous forest,147161.295148
11879,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11959,4,Low Vegetation,5659.809294
11880,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11933,1,Deciduous forest,5659.715955
11881,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11934,1,Deciduous forest,11319.525249
11882,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11935,4,Low Vegetation,141500.739176
11883,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11936,2,Coniferous forest,5659.715955
11884,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11961,1,Deciduous forest,11319.711926
11885,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11937,1,Deciduous forest,11319.43191
11886,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11628,1,Deciduous forest,169781.584369
11887,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11916,1,Deciduous forest,28298.393095
11888,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11940,1,Deciduous forest,67919.858254
11889,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11941,1,Deciduous forest,5659.715955
11890,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11943,1,Deciduous forest,5659.715955
11891,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11944,1,Deciduous forest,11319.43191
11892,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11922,1,Deciduous forest,16978.961185
11893,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11946,4,Low Vegetation,11319.43191
11894,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11947,1,Deciduous forest,5659.715955
11895,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11948,1,Deciduous forest,5659.715955
11896,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11949,4,Low Vegetation,5659.715955
11897,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11973,2,Coniferous forest,5659.809294
11898,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11950,2,Coniferous forest,5659.715955
11899,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11951,4,Low Vegetation,39618.758391
11900,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11952,4,Low Vegetation,5659.715955
11901,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11976,1,Deciduous forest,11319.805263
11902,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11977,6,Water,5659.902632
11903,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11978,4,Low Vegetation,5659.902632
11904,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11955,1,Deciduous forest,5659.809294
11905,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11908,1,Deciduous forest,22638.957158
11906,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11960,4,Low Vegetation,33959.322451
11907,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11990,4,Low Vegetation,16979.894568
11908,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11963,1,Deciduous forest,5659.809294
11909,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11964,2,Coniferous forest,5659.809294
11910,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11965,1,Deciduous forest,5659.809294
11911,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11992,2,Coniferous forest,22639.983871
11912,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11966,1,Deciduous forest,152821.384465
11913,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11967,1,Deciduous forest,5659.809294
11914,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11968,2,Coniferous forest,5659.809294
11915,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11969,2,Coniferous forest,5659.809294
11916,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11945,1,Deciduous forest,16979.334543
11917,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11972,4,Low Vegetation,22639.703862
11918,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11974,2,Coniferous forest,5659.809294
11919,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11975,5,Wetland,5659.809294
11920,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11979,1,Deciduous forest,11319.805263
11921,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11980,1,Deciduous forest,11319.805263
11922,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12005,4,Low Vegetation,50941.923719
11923,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11981,1,Deciduous forest,5659.902632
11924,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11982,1,Deciduous forest,5659.902632
11925,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11983,4,Low Vegetation,237726.924048
11926,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11985,1,Deciduous forest,5659.902632
11927,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11984,2,Coniferous forest,16979.894568
11928,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11986,4,Low Vegetation,5659.902632
11929,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,11987,1,Deciduous forest,5659.902632
11930,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12010,1,Deciduous forest,5659.995968
11931,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11991,1,Deciduous forest,5659.902632
11932,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11993,1,Deciduous forest,5659.902632
11933,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11994,1,Deciduous forest,5659.902632
11934,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11996,1,Deciduous forest,11319.805263
11935,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,12018,2,Coniferous forest,11319.991936
11936,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11998,2,Coniferous forest,5659.902632
11937,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,11999,2,Coniferous forest,5659.902632
11938,10,12,,10,13,14,18,168.024,168.024,8425.55,6175.94,1.36425,233,200,33,0.00391666,141.34,141.34,536.727,5,0.00931573,-57.2958,-57.2958,232.431,90147955.893119,90147955.893119,-86.4445833333333,48.9145833333333,12001,1,Deciduous forest,5659.902632
11939,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12003,1,Deciduous forest,11319.991936
11940,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12004,6,Water,5659.995968
11941,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12026,1,Deciduous forest,5660.089303
11942,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12006,4,Low Vegetation,11319.991936
11943,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12007,1,Deciduous forest,5659.995968
11944,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12008,1,Deciduous forest,5659.995968
11945,11,14,,11,13,17,18,231.911,51.9112,9362.13,7023.59,1.33296,204,200,4,0.000427253,236.31,56.3099,566.305,0,0,-57.2958,-57.2958,232.431,70192363.217626,70192363.217626,-86.5795833333333,48.95125,12009,1,Deciduous forest,5659.995968
11946,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,12033,1,Deciduous forest,5660.089303
11947,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,12034,4,Low Vegetation,5660.089303
11948,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11988,1,Deciduous forest,328296.192815
11949,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11989,1,Deciduous forest,16979.894568
11950,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,12035,4,Low Vegetation,11320.178606
11951,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,11962,1,Deciduous forest,22639.610525
11952,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,12011,4,Low Vegetation,5659.995968
11953,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,12012,1,Deciduous forest,5659.995968
11954,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,12013,1,Deciduous forest,11319.991936
11955,12,17,,12,11,12,17,273.576,93.5763,6441.61,2944.37,2.18777,261,204,57,0.00884872,180,5.00896e-06,758.568,1,0.00131827,-57.2958,-57.2958,255.069,48743867.933465,48743867.933465,-86.53625,48.91625,12014,4,Low Vegetation,11319.991936
